id,year,month,day,zipcode,latitude,longitude,sqft_lot,sqft_living,sqft_above,sqft_basement,floors,bedrooms,bathrooms,waterfront,view,condition,grade,year_built,year_renovated,sqft_lot_15nn,sqft_living_15nn,price
9447,2014,9,23,98168,47.5008,-122.333,6250,1210,1210,0,1,4,1,0,1,3,7,1962,0,8291,1210,175000
9448,2014,9,23,98177,47.7539,-122.37,32380,2590,2590,0,1,3,1.75,0,1,3,8,1951,1994,28456,2340,808000
9449,2014,9,23,98188,47.433,-122.292,7248,1260,1260,0,1.5,4,1.5,0,1,5,7,1955,0,7732,1300,259000
9450,2014,9,23,98198,47.3947,-122.313,13939,1640,1040,600,1,3,1,0,1,3,7,1960,0,13000,2080,170500
9451,2014,9,23,98198,47.422,-122.321,7128,1270,1270,0,1,3,1.5,0,1,4,6,1954,0,7986,1270,212500
9452,2014,9,23,98198,47.3814,-122.322,10000,1770,1340,430,1,3,2.25,0,1,3,7,1978,0,5055,1270,242500
9453,2014,9,23,98199,47.6531,-122.405,6224,3600,2610,990,2,6,4,0,1,3,9,1945,2006,6224,1430,1112500
9454,2014,9,23,98199,47.648,-122.397,6656,4390,2930,1460,2,5,4,0,1,3,9,2008,0,6656,1560,1230000
9455,2014,9,23,98199,47.6427,-122.408,18200,7100,5240,1860,2.5,6,5,0,1,3,13,1933,2002,6477,3130,3200000
9456,2014,9,23,98199,47.6521,-122.413,5000,2300,1150,1150,1,3,2,0,1,4,8,1938,0,5000,2300,650000
9457,2014,9,24,98001,47.3225,-122.273,9550,1850,1850,0,1,3,2,0,1,3,8,1988,0,9550,2250,289000
9458,2014,9,24,98001,47.28,-122.257,16000,1330,1330,0,1,3,1.75,0,1,3,7,1978,0,14374,1330,180000
9459,2014,9,24,98001,47.2878,-122.251,12000,1230,1230,0,1,3,1.75,0,1,3,6,1970,0,12000,1550,179900
9460,2014,9,24,98003,47.3268,-122.328,6375,2210,1640,570,1,4,1.75,0,1,3,8,1977,0,7210,2070,263500
9461,2014,9,24,98003,47.2625,-122.308,8763,2770,2100,670,2,4,3.5,0,1,3,8,1996,0,7242,2030,359000
9462,2014,9,24,98003,47.3476,-122.3,12000,1810,1810,0,2,3,2.25,0,1,3,7,1992,0,9916,1720,257000
9463,2014,9,24,98003,47.3391,-122.309,7767,2020,2020,0,1,4,2,0,1,3,8,1995,0,8239,1940,315000
9464,2014,9,24,98004,47.6354,-122.198,8400,3845,3845,0,2,4,3.5,0,1,3,10,2013,0,8400,1710,1750000
9465,2014,9,24,98006,47.5653,-122.146,9163,2200,1430,770,1,4,2.25,0,1,4,8,1971,0,9163,2420,655000
9466,2014,9,24,98006,47.567,-122.151,10100,2110,2110,0,1,4,2.5,0,3,3,8,1968,2005,10100,2230,981000
9467,2014,9,24,98008,47.6229,-122.121,7260,1550,1550,0,1,4,1,0,1,4,6,1959,0,7260,1210,351000
9468,2014,9,24,98008,47.6019,-122.123,7000,1310,1310,0,1,3,1,0,1,4,7,1958,0,7300,1280,447000
9469,2014,9,24,98022,47.1946,-122,8400,1260,1260,0,1,4,2,0,1,3,6,1991,0,8400,1120,207200
9470,2014,9,24,98022,47.2026,-122,8925,1470,1470,0,1,3,1.75,0,1,4,7,1957,0,9282,1430,239000
9471,2014,9,24,98022,47.281,-121.933,204296,2170,2170,0,1,4,2.5,0,1,4,7,1980,0,154202,1760,400000
9472,2014,9,24,98023,47.3155,-122.347,5885,2000,1260,740,1,5,2.75,0,1,3,7,1994,0,6514,1960,229950
9473,2014,9,24,98023,47.2955,-122.362,9750,1100,1100,0,1,3,1.75,0,1,4,6,1967,0,9900,1100,212000
9474,2014,9,24,98023,47.3375,-122.337,42755,4110,2970,1140,2,5,4.25,0,3,3,10,2000,0,12750,2730,734000
9475,2014,9,24,98027,47.4694,-122.006,35123,3030,1760,1270,2,3,3,0,1,4,8,1984,0,36205,2810,599900
9476,2014,9,24,98028,47.7439,-122.242,9605,1720,860,860,1,3,1,0,1,3,7,1969,0,9998,1720,280000
9477,2014,9,24,98029,47.5693,-122.002,5085,2190,2190,0,2,4,3,0,1,4,8,1992,0,5142,2130,520000
9478,2014,9,24,98029,47.5672,-122.005,4924,1730,1730,0,2,3,2.5,0,1,3,8,1996,0,4313,1610,480680
9479,2014,9,24,98030,47.3499,-122.177,5799,1730,1730,0,2,3,2.5,0,1,4,7,1987,0,6490,1710,275000
9480,2014,9,24,98030,47.3815,-122.228,7230,1840,1570,270,1,2,1.75,0,1,3,7,1938,0,6769,1282,245000
9481,2014,9,24,98031,47.4031,-122.172,7199,1850,1850,0,2,4,2.5,0,1,4,7,1989,0,7432,1940,305500
9482,2014,9,24,98033,47.7019,-122.171,7350,2100,2100,0,2,4,2.25,0,1,3,8,1979,0,7350,1780,465000
9483,2014,9,24,98034,47.7001,-122.238,10043,3160,3160,0,2,4,3.25,0,3,3,9,2011,0,10043,3450,1250000
9484,2014,9,24,98034,47.726,-122.221,7241,2090,1140,950,1,4,2.5,0,1,4,7,2001,0,7402,1510,469500
9485,2014,9,24,98034,47.7261,-122.17,10018,5110,3850,1260,2,5,3.5,0,1,3,10,2003,0,10018,1790,650000
9486,2014,9,24,98038,47.3851,-122.029,5845,1560,1560,0,2,3,2.5,0,1,3,7,2003,0,5752,1860,296000
9487,2014,9,24,98038,47.4,-122.027,35169,4180,4180,0,2,4,3,0,1,3,11,1986,1998,35190,3010,550000
9488,2014,9,24,98038,47.3673,-122.017,7936,1600,1600,0,2,3,2.5,0,1,3,7,1996,0,7936,1830,280000
9489,2014,9,24,98040,47.5766,-122.236,8400,1650,1470,180,1,3,1.75,0,1,3,8,1959,0,7777,2020,685000
9490,2014,9,24,98040,47.5714,-122.211,9652,2330,1590,740,1,3,1.75,0,1,4,8,1968,0,9631,2420,680000
9491,2014,9,24,98042,47.3488,-122.095,42316,3800,3800,0,1.5,5,3,0,1,4,9,1984,0,35775,2580,549900
9492,2014,9,24,98053,47.6422,-121.954,13679,530,530,0,1,1,1,0,1,4,6,1949,0,20624,1930,400000
9493,2014,9,24,98053,47.6825,-122.038,4080,2360,2360,0,2,3,2.5,0,1,3,7,2003,0,4080,2290,550000
9494,2014,9,24,98053,47.7193,-122.024,3865,1300,1300,0,1,2,2,0,1,3,8,2006,0,4199,1350,398000
9495,2014,9,24,98055,47.4878,-122.221,6500,2630,1330,1300,1,3,1.75,0,1,3,7,1958,0,6500,2520,280000
9496,2014,9,24,98058,47.4517,-122.084,47480,2390,2390,0,2,3,2.5,0,1,3,9,2007,0,44866,1720,460000
9497,2014,9,24,98058,47.4513,-122.16,13260,2110,1290,820,1,4,2.75,0,1,4,7,1979,0,11016,1980,320000
9498,2014,9,24,98058,47.4375,-122.184,33919,1210,1210,0,1,3,1,0,1,3,7,1954,0,14910,1640,290000
9499,2014,9,24,98058,47.4573,-122.158,10622,1780,900,880,1,4,2,0,1,4,7,1976,0,8900,1550,325000
9500,2014,9,24,98058,47.4624,-122.185,7560,1140,1140,0,1,3,1,0,1,4,6,1958,0,7560,1300,218000
9501,2014,9,24,98058,47.4519,-122.13,9432,2450,2450,0,2,5,2.25,0,1,3,8,1973,0,9100,2310,359950
9502,2014,9,24,98059,47.4915,-122.143,9629,1540,1540,0,1,5,2,0,1,4,7,1960,0,9600,2260,302000
9503,2014,9,24,98072,47.7344,-122.173,8117,1910,1460,450,1,4,1.75,0,1,3,7,1975,0,8100,1810,395000
9504,2014,9,24,98074,47.6408,-122.058,11900,2130,2130,0,2,4,2.25,0,1,3,9,1976,0,11900,2590,649990
9505,2014,9,24,98074,47.6223,-122.043,21340,1010,1010,0,1,3,2,0,1,3,8,1980,0,13045,1700,354000
9506,2014,9,24,98074,47.6111,-122.009,7027,2890,2890,0,2,3,2.5,0,1,3,8,2004,0,7197,2890,715000
9507,2014,9,24,98075,47.5874,-122.074,14585,2290,2290,0,2,3,2.25,0,1,3,8,1981,0,36961,1660,545000
9508,2014,9,24,98077,47.7711,-122.041,57538,3650,3650,0,2,4,3.5,0,1,3,10,1996,0,56257,3730,824000
9509,2014,9,24,98077,47.7365,-122.037,34981,2970,2970,0,2,4,2.5,0,1,3,9,1998,0,30277,3170,640000
9510,2014,9,24,98092,47.2584,-122.124,216344,2550,2550,0,2.5,2,2.5,0,1,3,7,1993,0,289978,1750,345000
9511,2014,9,24,98092,47.3412,-122.178,5553,2598,2598,0,2,4,2.5,0,1,3,9,2014,0,4900,2502,428900
9512,2014,9,24,98092,47.3028,-122.102,32109,2390,2390,0,1,3,1.5,0,1,3,7,1975,2007,32109,1370,400000
9513,2014,9,24,98103,47.6605,-122.355,2432,2280,1520,760,2,4,2.5,0,1,5,8,1921,0,2099,1690,597000
9514,2014,9,24,98103,47.6711,-122.329,3400,1010,1010,0,1,2,1,0,1,3,7,1921,0,3600,1800,470450
9515,2014,9,24,98103,47.6872,-122.339,4920,2110,1460,650,1.5,2,1,0,1,3,7,1911,0,4732,1390,425000
9516,2014,9,24,98103,47.6864,-122.345,2610,1460,1460,0,2,3,2,0,1,3,8,1987,0,3000,1320,444000
9517,2014,9,24,98105,47.6561,-122.325,4000,2168,2168,0,1.5,3,2,0,1,3,8,1907,0,4000,1770,575000
9518,2014,9,24,98105,47.6663,-122.326,3060,890,770,120,1,2,1,0,1,3,7,1910,0,4080,1760,542000
9519,2014,9,24,98106,47.5277,-122.355,5120,1790,940,850,1,3,1.75,0,1,4,6,1949,0,5120,1160,335000
9520,2014,9,24,98108,47.5427,-122.302,5724,2860,1730,1130,1,4,3,0,1,3,7,1983,0,7200,2340,390000
9521,2014,9,24,98112,47.6367,-122.301,4250,1790,920,870,1,2,1.5,0,1,3,7,1915,2014,4250,1910,721000
9522,2014,9,24,98112,47.6195,-122.313,3600,2510,2510,0,2.5,3,1.5,0,1,4,8,1907,0,1885,1740,675000
9523,2014,9,24,98112,47.6255,-122.314,6105,3180,3180,0,2,4,2.25,0,1,3,10,1905,0,6029,3180,1315000
9524,2014,9,24,98115,47.6982,-122.298,8329,1220,1220,0,1,3,1,0,1,3,6,1946,0,8322,1490,387500
9525,2014,9,24,98115,47.6832,-122.304,4000,1660,1000,660,1,2,1.5,0,1,3,7,1950,0,5500,1570,410000
9526,2014,9,24,98115,47.6955,-122.287,6120,1780,1310,470,1,4,2.25,0,1,3,8,1951,0,6120,1780,587500
9527,2014,9,24,98116,47.5734,-122.395,6413,1720,860,860,1,4,2,0,1,4,7,1950,0,6413,1280,537000
9528,2014,9,24,98116,47.5883,-122.384,7000,1200,1200,0,2,3,1,0,1,1,7,1908,0,6000,3290,130000
9529,2014,9,24,98117,47.6928,-122.399,9577,2260,1700,560,2,3,2.5,0,1,3,8,1925,2004,10240,1740,900000
9530,2014,9,24,98117,47.6815,-122.359,2726,1230,880,350,1.5,2,1,0,1,3,7,1920,0,3750,1710,575000
9531,2014,9,24,98117,47.6788,-122.388,1263,1340,1340,0,3,2,2.5,0,1,3,8,2008,0,1260,1510,425000
9532,2014,9,24,98118,47.5513,-122.275,3090,760,760,0,1,3,1,0,1,2,5,1903,0,5356,1020,167500
9533,2014,9,24,98122,47.6109,-122.285,6117,2550,1650,900,2,3,1.75,0,1,3,9,1951,2004,4967,2100,1186040
9534,2014,9,24,98122,47.6146,-122.306,7500,4000,4000,0,2,6,4.5,0,1,3,7,1978,0,6298,1380,739000
9535,2014,9,24,98125,47.711,-122.32,1180,1381,1381,0,3,3,2.25,0,1,3,8,2007,0,1180,1381,360000
9536,2014,9,24,98126,47.537,-122.375,7560,2880,1440,1440,1,1,1,0,1,3,7,1925,2014,5040,1400,550000
9537,2014,9,24,98126,47.5151,-122.372,6720,670,670,0,1,2,1,0,1,5,6,1942,0,6720,710,304950
9538,2014,9,24,98126,47.5487,-122.376,4840,1360,1360,0,1.5,3,2,0,1,3,8,1936,0,4840,1450,382000
9539,2014,9,24,98133,47.7719,-122.338,8910,1710,1710,0,1,3,2,0,1,5,7,1953,0,8493,1430,390000
9540,2014,9,24,98133,47.7024,-122.35,6774,1560,1060,500,1,3,1.5,0,1,4,6,1927,0,3844,1320,370000
9541,2014,9,24,98136,47.5468,-122.386,6250,2320,1400,920,1,2,1.75,0,1,3,7,1948,0,6250,1420,400950
9542,2014,9,24,98144,47.5917,-122.29,6300,2290,2150,140,1.5,4,1,0,5,4,7,1921,0,6300,2390,825000
9543,2014,9,24,98144,47.5939,-122.302,2574,1280,1280,0,2,2,2.25,0,1,3,7,1992,0,3960,1250,364000
9544,2014,9,24,98146,47.5033,-122.358,8382,810,810,0,1,2,1,0,1,4,5,1942,0,8382,1040,125000
9545,2014,9,24,98148,47.4388,-122.328,9465,890,890,0,1,3,1,0,1,3,6,1957,0,9147,1590,154500
9546,2014,9,24,98155,47.7484,-122.317,5988,2170,2170,0,2,4,2.75,0,1,3,8,2014,0,8147,1170,551000
9547,2014,9,24,98168,47.5045,-122.33,6250,1080,1080,0,1,3,1,0,1,2,5,1950,0,6250,1070,115000
9548,2014,9,24,98168,47.4702,-122.275,9784,4440,4440,0,2,5,4.5,0,1,3,10,2012,0,10080,2720,600000
9549,2014,9,24,98168,47.4989,-122.329,14500,1300,650,650,1,2,1.75,0,1,3,6,1939,0,12986,1370,244500
9550,2014,9,24,98177,47.7042,-122.371,7102,2420,1670,750,1,4,2.75,0,1,5,7,1946,0,7102,1620,665000
9551,2014,9,24,98177,47.7691,-122.388,7200,2820,1780,1040,1,3,2.5,0,4,3,9,1979,0,7200,2300,705000
9552,2014,9,24,98177,47.7658,-122.37,13660,2190,2190,0,1,4,1.5,0,4,3,8,1952,0,20500,2520,625000
9553,2014,9,24,98177,47.7542,-122.372,25732,2170,2170,0,1,2,1.75,0,3,4,8,1952,0,23135,3020,850000
9554,2014,9,24,98178,47.5003,-122.23,4627,1920,1010,910,1,4,2.75,0,1,3,8,1998,0,7210,1910,353000
9555,2014,9,24,98198,47.3822,-122.32,2159,1330,1330,0,1,2,1.75,0,1,4,8,1979,0,3679,1220,202200
9556,2014,9,25,98001,47.3396,-122.256,7000,2770,1940,830,1,4,2.5,0,1,4,7,1979,0,7684,2140,355000
9557,2014,9,25,98001,47.3426,-122.285,7700,2320,1290,1030,1,5,1.75,0,1,5,7,1962,0,7210,1740,250000
9558,2014,9,25,98001,47.2633,-122.281,9600,1880,1020,860,1,4,1.75,0,1,5,7,1946,0,14400,1560,240000
9559,2014,9,25,98003,47.2755,-122.308,8600,2040,1430,610,1,2,1.75,0,1,4,6,1985,0,7859,1310,210500
9560,2014,9,25,98011,47.7392,-122.194,8560,1200,1200,0,1,3,1.5,0,1,4,7,1975,0,7800,1550,370900
9561,2014,9,25,98019,47.7382,-121.98,9635,1210,1210,0,1,3,1.75,0,1,4,7,1987,0,10707,1550,340000
9562,2014,9,25,98022,47.2088,-121.992,3434,740,740,0,1,2,1,0,1,5,6,1920,0,6000,1160,175000
9563,2014,9,25,98022,47.2012,-122,9126,1550,1550,0,1,3,1.5,0,1,5,7,1957,0,9282,1450,245000
9564,2014,9,25,98023,47.3124,-122.351,7210,1480,1180,300,1,3,2.5,0,1,3,7,1986,0,7396,1690,276200
9565,2014,9,25,98023,47.3188,-122.38,7700,3220,3220,0,2,4,2.25,0,1,4,8,1976,0,7700,2570,359999
9566,2014,9,25,98023,47.319,-122.344,9900,2800,2800,0,1,5,3.75,0,1,3,7,1964,0,13200,1700,255000
9567,2014,9,25,98024,47.5697,-121.898,145490,1100,1100,0,1.5,3,1,0,1,4,6,1915,0,11610,1100,465000
9568,2014,9,25,98024,47.5333,-121.933,47480,2580,1360,1220,1,3,1.5,0,1,3,7,1953,0,48181,1760,332220
9569,2014,9,25,98027,47.4782,-122.035,35271,3570,3570,0,2,3,2.5,0,1,3,9,1997,0,37194,3510,725000
9570,2014,9,25,98027,47.5271,-122.036,5662,1400,1400,0,1.5,3,1,0,1,5,5,1920,0,14375,1250,343000
9571,2014,9,25,98028,47.7635,-122.263,11026,2150,2150,0,1,4,1.5,0,1,4,7,1952,0,10283,1760,400000
9572,2014,9,25,98029,47.5694,-122.001,5080,1930,1930,0,2,3,2.5,0,1,4,8,1990,0,5085,2190,533600
9573,2014,9,25,98030,47.3524,-122.198,13360,3250,3250,0,2,4,2.5,0,1,3,9,2014,0,14448,2612,486940
9574,2014,9,25,98030,47.3626,-122.209,32450,3050,1550,1500,1,4,2.5,0,1,4,8,1983,0,15390,2350,465000
9575,2014,9,25,98030,47.3657,-122.21,8499,2130,1600,530,1,4,2.25,0,1,4,7,1975,0,11368,1890,325000
9576,2014,9,25,98031,47.4206,-122.183,6818,1880,1880,0,2,3,2.5,0,1,3,8,1993,0,7000,1970,325000
9577,2014,9,25,98031,47.4057,-122.185,7078,1140,1140,0,1,3,2,0,1,4,7,1991,0,7078,1460,257500
9578,2014,9,25,98031,47.4135,-122.199,36356,1730,1730,0,1.5,4,1,0,1,4,6,1954,0,14060,1380,319000
9579,2014,9,25,98033,47.6815,-122.173,9403,860,860,0,1,3,1,0,1,4,6,1942,1990,13009,2136,399000
9580,2014,9,25,98033,47.6883,-122.168,9827,2280,2280,0,2,4,2.5,0,1,3,8,1995,0,9827,1660,649800
9581,2014,9,25,98034,47.7262,-122.222,10247,1660,1130,530,1,3,2.25,0,1,5,7,1968,0,7637,1680,450000
9582,2014,9,25,98034,47.7245,-122.22,8556,960,960,0,1,3,1,0,1,3,7,1971,0,7528,1320,319000
9583,2014,9,25,98038,47.3493,-122.053,5669,1810,1810,0,2,0,2.5,0,1,3,7,2003,0,5685,1810,240000
9584,2014,9,25,98038,47.3555,-122.002,6567,2800,2800,0,2,4,2.5,0,1,3,9,2006,0,5900,3400,459950
9585,2014,9,25,98039,47.6112,-122.226,9930,3110,1640,1470,1,3,2.5,0,2,3,8,1954,0,14399,3650,1260000
9586,2014,9,25,98042,47.3686,-122.081,4875,1280,1280,0,1,3,1,0,1,5,6,1969,0,4875,1060,180000
9587,2014,9,25,98045,47.4813,-121.735,13630,1190,1190,0,1,3,2.25,0,1,3,7,1984,0,14405,1630,445000
9588,2014,9,25,98052,47.6827,-122.097,3718,1360,1360,0,2,3,2.5,0,1,3,7,1987,0,3718,1090,369950
9589,2014,9,25,98052,47.7255,-122.101,15000,2820,2820,0,2,4,2.5,0,1,4,9,1985,0,15000,2440,650000
9590,2014,9,25,98052,47.6278,-122.11,12500,2510,2050,460,1,4,2.75,0,1,5,8,1976,0,12088,2200,704000
9591,2014,9,25,98052,47.6788,-122.162,10196,1150,1150,0,1,3,1,0,1,4,7,1957,0,8925,1410,383000
9592,2014,9,25,98053,47.6606,-122.06,14212,1350,1350,0,1,3,1,0,1,4,6,1981,0,14404,1520,335000
9593,2014,9,25,98055,47.4848,-122.221,7955,1400,1400,0,1,3,1,0,1,3,7,1964,0,14959,1160,194000
9594,2014,9,25,98058,47.4118,-122.089,30185,1510,1510,0,1.5,3,1.75,0,1,3,7,1976,0,12465,1470,320000
9595,2014,9,25,98059,47.4876,-122.153,3003,1520,1520,0,2,3,2.5,0,1,3,7,2009,0,3030,1820,330000
9596,2014,9,25,98059,47.4998,-122.15,4504,2480,2480,0,2,4,2.5,0,1,3,7,2005,0,4504,2950,425000
9597,2014,9,25,98059,47.4913,-122.152,5670,2340,2340,0,2,5,2.5,0,1,3,7,2009,0,4869,2190,392000
9598,2014,9,25,98065,47.5359,-121.878,4724,2600,2600,0,2,3,2.5,0,1,3,7,2002,0,4724,2400,444500
9599,2014,9,25,98065,47.534,-121.841,3754,1790,1790,0,2,3,2.5,0,1,3,8,2013,0,3393,1800,414000
9600,2014,9,25,98070,47.4464,-122.497,105587,2600,1300,1300,1,3,1.75,0,1,4,7,1980,0,208438,1941,482000
9601,2014,9,25,98072,47.7499,-122.119,35273,3780,3780,0,1.5,3,2.5,0,1,3,10,1986,0,35273,3450,930000
9602,2014,9,25,98074,47.6027,-122.024,8432,2390,2390,0,2,4,2.5,0,1,3,9,1998,0,7417,2710,664000
9603,2014,9,25,98077,47.7315,-122.058,13129,3460,2560,900,2,3,3,0,1,3,9,1988,0,12568,3460,730000
9604,2014,9,25,98077,47.7567,-122.071,11220,1650,1650,0,1,3,1.75,0,1,4,7,1969,0,10129,1340,361000
9605,2014,9,25,98103,47.6963,-122.348,3192,2400,2400,0,2,3,3,0,1,3,7,1991,0,3192,1360,570000
9606,2014,9,25,98107,47.6667,-122.361,4990,1750,950,800,1,3,2,0,1,3,7,1916,0,5000,1700,477000
9607,2014,9,25,98108,47.5401,-122.293,2516,1800,1800,0,2,3,2.5,0,1,3,7,2001,0,2562,1800,285000
9608,2014,9,25,98109,47.6314,-122.353,4500,3260,2300,960,2,4,3,0,1,3,9,1930,2014,4995,2410,1280000
9609,2014,9,25,98112,47.6192,-122.307,2242,3680,2670,1010,2.5,4,3.5,0,1,3,9,1930,2007,1288,1350,770000
9610,2014,9,25,98112,47.6236,-122.306,1343,990,840,150,2,3,1.5,0,1,3,8,2007,0,2521,1350,490000
9611,2014,9,25,98115,47.6743,-122.269,6010,2270,1290,980,1,4,1.5,0,1,3,8,1954,0,5987,2120,676101
9612,2014,9,25,98115,47.6929,-122.318,6380,740,740,0,1,2,1,0,1,3,6,1912,0,6380,1800,407000
9613,2014,9,25,98115,47.6938,-122.31,7830,2460,1490,970,1,5,2.75,0,1,5,9,1955,0,7830,2050,835000
9614,2014,9,25,98117,47.6773,-122.382,5100,1190,1190,0,1.5,2,1,0,1,2,7,1928,0,5100,1920,417000
9615,2014,9,25,98117,47.6886,-122.361,3360,1620,980,640,1,3,1.75,0,1,5,7,1927,0,3840,1400,532500
9616,2014,9,25,98117,47.6916,-122.37,5000,2270,2270,0,2,4,2.5,0,1,3,9,2014,0,5000,1210,812000
9617,2014,9,25,98117,47.6985,-122.382,5200,2530,1530,1000,1,4,2.25,0,2,4,8,1957,0,5200,2240,720000
9618,2014,9,25,98117,47.6917,-122.38,4000,1510,930,580,1,2,1,0,1,3,6,1924,0,4000,1300,500000
9619,2014,9,25,98122,47.6134,-122.308,7632,1300,1300,0,1,2,1.5,0,3,3,7,1943,0,1676,1420,750000
9620,2014,9,25,98122,47.6178,-122.299,2400,790,790,0,1,1,1,0,1,3,7,1918,0,2566,1580,439000
9621,2014,9,25,98125,47.7034,-122.307,8661,1120,1120,0,1,2,1,0,1,3,7,1946,0,7205,1470,399000
9622,2014,9,25,98126,47.5433,-122.376,1358,1820,1820,0,3,3,2,0,1,3,9,2014,0,1367,1710,479950
9623,2014,9,25,98126,47.5378,-122.369,6396,1580,790,790,1,4,1.75,0,1,4,6,1945,0,6396,1180,359000
9624,2014,9,25,98133,47.7366,-122.333,8136,1360,1360,0,1,4,1,0,1,3,7,1948,0,8132,1570,328000
9625,2014,9,25,98144,47.5969,-122.293,3600,1610,1610,0,2,3,2,0,3,5,8,1925,0,6600,2540,735000
9626,2014,9,25,98168,47.4885,-122.298,9750,880,880,0,1,2,1,0,1,5,6,1938,0,9406,1220,210000
9627,2014,9,25,98168,47.4807,-122.289,6099,900,790,110,1,3,1,0,1,3,6,1944,0,6099,1240,225000
9628,2014,9,25,98177,47.7545,-122.357,7700,1820,1100,720,1,4,1.75,0,1,4,7,1955,0,8500,1700,344900
9629,2014,9,25,98177,47.7044,-122.372,6804,1540,1020,520,1,2,2,0,1,5,7,1942,0,6930,1380,582500
9630,2014,9,25,98178,47.5053,-122.255,5898,1300,1300,0,1,3,1,0,1,3,7,1961,0,7619,1320,236000
9631,2014,9,25,98178,47.492,-122.225,7125,3040,2240,800,2,4,3.5,0,2,3,8,2002,0,7800,2220,415000
9632,2014,9,25,98178,47.4994,-122.234,6000,2730,1470,1260,1,5,3,0,1,3,8,1979,0,6000,2590,440000
9633,2014,9,25,98198,47.42,-122.319,12500,2050,1300,750,1,4,2.5,0,1,3,7,1965,0,7900,1790,260000
9634,2014,9,25,98198,47.3706,-122.31,7298,1520,1520,0,1.5,4,1,0,1,3,7,1960,0,7298,1520,160000
9635,2014,9,25,98198,47.3775,-122.319,10588,1510,1510,0,1.5,3,1.5,0,1,3,7,1947,0,2873,1360,230000
9636,2014,9,26,98001,47.3405,-122.288,7686,910,910,0,1,3,1,0,1,3,7,1969,0,7686,1020,169000
9637,2014,9,26,98001,47.3515,-122.275,4596,2030,2030,0,2,4,2.5,0,1,3,8,2014,0,4705,2040,349500
9638,2014,9,26,98001,47.3314,-122.29,2231,1600,1600,0,2,3,2.5,0,1,3,7,2003,0,2962,1600,214000
9639,2014,9,26,98001,47.3358,-122.265,4596,2400,2400,0,2,4,2.5,0,1,3,8,2004,0,4763,2230,280000
9640,2014,9,26,98003,47.3463,-122.308,11118,1030,1030,0,1,3,2,0,1,5,7,1970,0,7920,1300,240000
9641,2014,9,26,98003,47.2774,-122.299,6693,1870,1870,0,2,4,2.25,0,1,3,7,1996,0,6518,1650,299000
9642,2014,9,26,98003,47.3474,-122.303,8091,2160,2160,0,1.5,3,2,0,1,3,8,2000,0,8297,2190,355000
9643,2014,9,26,98004,47.5808,-122.189,7890,1230,1090,140,1,4,1.75,0,2,4,7,1950,0,13176,2380,569000
9644,2014,9,26,98005,47.6313,-122.172,13068,3030,3030,0,2,4,2.5,0,1,3,9,1978,0,11999,2940,680000
9645,2014,9,26,98006,47.5617,-122.13,9546,2290,1780,510,1,4,2.25,0,1,4,8,1976,0,8864,2360,668500
9646,2014,9,26,98006,47.5569,-122.176,7875,1520,1520,0,1,3,1.75,0,1,5,8,1969,0,9428,2150,525000
9647,2014,9,26,98008,47.626,-122.112,7700,1860,1860,0,1,4,1.75,0,1,4,8,1964,0,7700,1860,570000
9648,2014,9,26,98011,47.7599,-122.214,21883,3000,1970,1030,2,3,2,0,1,3,7,1998,0,14025,2280,490500
9649,2014,9,26,98019,47.7422,-121.981,7838,1010,1010,0,1,3,1,0,1,4,6,1977,0,8128,1380,316000
9650,2014,9,26,98023,47.323,-122.349,6604,1290,1290,0,1,3,1.75,0,1,3,7,1984,0,6682,1440,232000
9651,2014,9,26,98023,47.303,-122.383,7000,1310,1310,0,1,3,2,0,1,4,7,1979,0,7500,1390,196500
9652,2014,9,26,98024,47.5308,-121.888,20875,290,290,0,1,0,0,0,1,1,1,1963,0,22850,1620,142000
9653,2014,9,26,98027,47.4834,-122.001,95396,2870,1350,1520,1,3,2,0,1,4,9,1980,0,102366,2870,560000
9654,2014,9,26,98027,47.5631,-122.091,8321,1120,1120,0,1,3,1,0,1,4,6,1941,1987,8671,1980,401000
9655,2014,9,26,98027,47.5584,-122.081,8086,1500,1060,440,1,3,2,0,1,3,7,1981,0,8086,1550,425000
9656,2014,9,26,98027,47.554,-122.095,10045,3470,3470,0,2,4,2.5,0,1,3,10,1993,0,12359,4370,920000
9657,2014,9,26,98028,47.7609,-122.26,10208,2820,1410,1410,1,3,2.5,0,2,4,8,1954,0,10684,1540,450000
9658,2014,9,26,98029,47.5475,-121.999,1107,1230,1230,0,2,2,1.75,0,1,3,8,2006,0,1107,1380,360000
9659,2014,9,26,98029,47.5483,-122.004,1841,1620,1540,80,2,2,2.25,0,1,3,8,2004,0,1831,1530,395000
9660,2014,9,26,98029,47.5662,-122,6247,2630,2630,0,2,4,2.5,0,1,3,8,1992,0,4668,2130,575000
9661,2014,9,26,98029,47.5499,-121.998,4038,1790,1790,0,2,3,2.5,0,1,3,8,2005,0,3365,1700,541000
9662,2014,9,26,98032,47.3809,-122.287,7350,1060,1060,0,1,3,1,0,1,4,7,1959,0,7350,1060,182000
9663,2014,9,26,98033,47.6815,-122.198,9000,1740,1740,0,1,4,2,0,1,5,8,1958,0,7700,1850,710000
9664,2014,9,26,98034,47.7276,-122.241,7455,1180,1180,0,1,3,1,0,1,4,7,1964,0,8154,1450,350000
9665,2014,9,26,98034,47.7315,-122.224,8645,3000,3000,0,2,4,2.5,0,1,3,8,1985,0,8866,1930,490000
